I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.276890,0.332268,0.138445,-0.221512,0.083067,0.193823,-0.083067,0.110756,0.221512,0.304579,0.276890,0.166134
0.574740,0.689688,0.287370,-0.459792,0.172422,0.402318,-0.172422,0.229896,0.459792,0.632214,0.574740,0.344844
0.880448,1.056538,0.440224,-0.704358,0.264134,0.616314,-0.264134,0.352179,0.704358,0.968493,0.880448,0.528269
1.305985,1.567182,0.652993,-1.044788,0.391796,0.914190,-0.391796,0.522394,1.044788,1.436584,1.305985,0.783591
1.478161,1.773793,0.739080,-1.182528,0.443448,1.034712,-0.443448,0.591264,1.182528,1.625977,1.478161,0.886896
1.427390,1.712868,0.713695,-1.141912,0.428217,0.999173,-0.428217,0.570956,1.141912,1.570129,1.427390,0.856434
1.222044,1.466453,0.611022,-0.977635,0.366613,0.855431,-0.366613,0.488818,0.977635,1.344249,1.222044,0.733227
0.898386,1.078063,0.449193,-0.718709,0.269516,0.628870,-0.269516,0.359354,0.718709,0.988225,0.898386,0.539032
0.550561,0.660673,0.275280,-0.440449,0.165168,0.385393,-0.165168,0.220224,0.440449,0.605617,0.550561,0.330337
0.312764,0.375317,0.156382,-0.250211,0.093829,0.218935,-0.093829,0.125106,0.250211,0.344041,0.312764,0.187659
0.159007,0.190808,0.079503,-0.127205,0.047702,0.111305,-0.047702,0.063603,0.127205,0.174907,0.159007,0.095404
0.075106,0.090128,0.037553,-0.060085,0.022532,0.052574,-0.022532,0.030043,0.060085,0.082617,0.075106,0.045064
0.015832,0.018998,0.007916,-0.012666,0.004750,0.011082,-0.004750,0.006333,0.012666,0.017415,0.015832,0.009499
-0.059822,-0.071786,-0.029911,0.047857,-0.017946,-0.041875,0.017946,-0.023929,-0.047857,-0.065804,-0.059822,-0.035893
-0.038326,-0.045991,-0.019163,0.030661,-0.011498,-0.026828,0.011498,-0.015330,-0.030661,-0.042159,-0.038326,-0.022996
-0.086363,-0.103635,-0.043181,0.069090,-0.025909,-0.060454,0.025909,-0.034545,-0.069090,-0.094999,-0.086363,-0.051818
-0.240102,-0.288122,-0.120051,0.192082,-0.072031,-0.168071,0.072031,-0.096041,-0.192082,-0.264112,-0.240102,-0.144061
-0.260702,-0.312842,-0.130351,0.208561,-0.078210,-0.182491,0.078210,-0.104281,-0.208561,-0.286772,-0.260702,-0.156421
-0.297554,-0.357065,-0.148777,0.238043,-0.089266,-0.208288,0.089266,-0.119022,-0.238043,-0.327309,-0.297554,-0.178532
-0.321810,-0.386172,-0.160905,0.257448,-0.096543,-0.225267,0.096543,-0.128724,-0.257448,-0.353991,-0.321810,-0.193086
-0.245602,-0.294722,-0.122801,0.196481,-0.073680,-0.171921,0.073680,-0.098241,-0.196481,-0.270162,-0.245602,-0.147361
-0.211782,-0.254139,-0.105891,0.169426,-0.063535,-0.148248,0.063535,-0.084713,-0.169426,-0.232961,-0.211782,-0.127069
-0.160922,-0.193106,-0.080461,0.128737,-0.048277,-0.112645,0.048277,-0.064369,-0.128737,-0.177014,-0.160922,-0.096553
-0.139488,-0.167386,-0.069744,0.111591,-0.041846,-0.097642,0.041846,-0.055795,-0.111591,-0.153437,-0.139488,-0.083693
-0.118590,-0.142308,-0.059295,0.094872,-0.035577,-0.083013,0.035577,-0.047436,-0.094872,-0.130449,-0.118590,-0.071154
-0.056447,-0.067736,-0.028223,0.045157,-0.016934,-0.039513,0.016934,-0.022579,-0.045157,-0.062092,-0.056447,-0.033868
-0.036964,-0.044357,-0.018482,0.029571,-0.011089,-0.025875,0.011089,-0.014786,-0.029571,-0.040661,-0.036964,-0.022179
-0.030973,-0.037168,-0.015487,0.024779,-0.009292,-0.021681,0.009292,-0.012389,-0.024779,-0.034071,-0.030973,-0.018584
-0.062940,-0.075527,-0.031470,0.050352,-0.018882,-0.044058,0.018882,-0.025176,-0.050352,-0.069233,-0.062940,-0.037764
-0.044486,-0.053383,-0.022243,0.035588,-0.013346,-0.031140,0.013346,-0.017794,-0.035588,-0.048934,-0.044486,-0.026691
-0.011863,-0.014236,-0.005932,0.009491,-0.003559,-0.008304,0.003559,-0.004745,-0.009491,-0.013049,-0.011863,-0.007118
0.010789,0.012947,0.005395,-0.008631,0.003237,0.007552,-0.003237,0.004316,0.008631,0.011868,0.010789,0.006473
-0.013989,-0.016787,-0.006995,0.011191,-0.004197,-0.009793,0.004197,-0.005596,-0.011191,-0.015388,-0.013989,-0.008394
-0.004876,-0.005851,-0.002438,0.003901,-0.001463,-0.003413,0.001463,-0.001950,-0.003901,-0.005363,-0.004876,-0.002925
0.000415,0.000498,0.000207,-0.000332,0.000124,0.000290,-0.000124,0.000166,0.000332,0.000456,0.000415,0.000249
0.001398,0.001678,0.000699,-0.001118,0.000419,0.000979,-0.000419,0.000559,0.001118,0.001538,0.001398,0.000839
0.039431,0.047317,0.019715,-0.031545,0.011829,0.027602,-0.011829,0.015772,0.031545,0.043374,0.039431,0.023659
-0.017470,-0.020965,-0.008735,0.013976,-0.005241,-0.012229,0.005241,-0.006988,-0.013976,-0.019217,-0.017470,-0.010482
0.013389,0.016067,0.006695,-0.010711,0.004017,0.009372,-0.004017,0.005356,0.010711,0.014728,0.013389,0.008034
-0.029048,-0.034858,-0.014524,0.023238,-0.008714,-0.020334,0.008714,-0.011619,-0.023238,-0.031953,-0.029048,-0.017429
0.046235,0.055482,0.023117,-0.036988,0.013870,0.032364,-0.013870,0.018494,0.036988,0.050858,0.046235,0.027741
0.036141,0.043369,0.018070,-0.028913,0.010842,0.025299,-0.010842,0.014456,0.028913,0.039755,0.036141,0.021685
0.047232,0.056679,0.023616,-0.037786,0.014170,0.033063,-0.014170,0.018893,0.037786,0.051956,0.047232,0.028339
0.025705,0.030846,0.012852,-0.020564,0.007711,0.017993,-0.007711,0.010282,0.020564,0.028275,0.025705,0.015423
0.023650,0.028381,0.011825,-0.018920,0.007095,0.016555,-0.007095,0.009460,0.018920,0.026015,0.023650,0.014190
-0.004623,-0.005548,-0.002312,0.003698,-0.001387,-0.003236,0.001387,-0.001849,-0.003698,-0.005085,-0.004623,-0.002774
0.048026,0.057631,0.024013,-0.038421,0.014408,0.033618,-0.014408,0.019210,0.038421,0.052828,0.048026,0.028816
0.085540,0.102648,0.042770,-0.068432,0.025662,0.059878,-0.025662,0.034216,0.068432,0.094094,0.085540,0.051324
-0.027143,-0.032571,-0.013571,0.021714,-0.008143,-0.019000,0.008143,-0.010857,-0.021714,-0.029857,-0.027143,-0.016286
0.113184,0.135821,0.056592,-0.090547,0.033955,0.079229,-0.033955,0.045274,0.090547,0.124502,0.113184,0.067910
0.047390,0.056867,0.023695,-0.037912,0.014217,0.033173,-0.014217,0.018956,0.037912,0.052128,0.047390,0.028434
0.095137,0.114164,0.047568,-0.076109,0.028541,0.066596,-0.028541,0.038055,0.076109,0.104650,0.095137,0.057082
0.067805,0.081366,0.033903,-0.054244,0.020342,0.047464,-0.020342,0.027122,0.054244,0.074586,0.067805,0.040683
0.097998,0.117598,0.048999,-0.078399,0.029399,0.068599,-0.029399,0.039199,0.078399,0.107798,0.097998,0.058799
0.137487,0.164984,0.068743,-0.109989,0.041246,0.096241,-0.041246,0.054995,0.109989,0.151235,0.137487,0.082492
0.119539,0.143446,0.059769,-0.095631,0.035862,0.083677,-0.035862,0.047815,0.095631,0.131493,0.119539,0.071723
0.188896,0.226675,0.094448,-0.151117,0.056669,0.132227,-0.056669,0.075558,0.151117,0.207785,0.188896,0.113337
0.148238,0.177885,0.074119,-0.118590,0.044471,0.103767,-0.044471,0.059295,0.118590,0.163062,0.148238,0.088943
0.176488,0.211786,0.088244,-0.141191,0.052947,0.123542,-0.052947,0.070595,0.141191,0.194137,0.176488,0.105893
0.149266,0.179119,0.074633,-0.119413,0.044780,0.104486,-0.044780,0.059706,0.119413,0.164193,0.149266,0.089560
0.161396,0.193675,0.080698,-0.129117,0.048419,0.112977,-0.048419,0.064558,0.129117,0.177536,0.161396,0.096838
0.172087,0.206505,0.086044,-0.137670,0.051626,0.120461,-0.051626,0.068835,0.137670,0.189296,0.172087,0.103252
0.204748,0.245698,0.102374,-0.163799,0.061424,0.143324,-0.061424,0.081899,0.163799,0.225223,0.204748,0.122849
0.243577,0.292292,0.121789,-0.194862,0.073073,0.170504,-0.073073,0.097431,0.194862,0.267935,0.243577,0.146146
0.199190,0.239028,0.099595,-0.159352,0.059757,0.139433,-0.059757,0.079676,0.159352,0.219109,0.199190,0.119514
0.162228,0.194673,0.081114,-0.129782,0.048668,0.113559,-0.048668,0.064891,0.129782,0.178451,0.162228,0.097337
0.181755,0.218106,0.090877,-0.145404,0.054526,0.127228,-0.054526,0.072702,0.145404,0.199930,0.181755,0.109053
0.157741,0.189289,0.078870,-0.126193,0.047322,0.110419,-0.047322,0.063096,0.126193,0.173515,0.157741,0.094644
0.208490,0.250188,0.104245,-0.166792,0.062547,0.145943,-0.062547,0.083396,0.166792,0.229339,0.208490,0.125094
0.190030,0.228036,0.095015,-0.152024,0.057009,0.133021,-0.057009,0.076012,0.152024,0.209033,0.190030,0.114018
0.151391,0.181669,0.075695,-0.121113,0.045417,0.105974,-0.045417,0.060556,0.121113,0.166530,0.151391,0.090834
0.164577,0.197492,0.082288,-0.131661,0.049373,0.115204,-0.049373,0.065831,0.131661,0.181034,0.164577,0.098746
0.193884,0.232661,0.096942,-0.155107,0.058165,0.135719,-0.058165,0.077554,0.155107,0.213272,0.193884,0.116330
0.170582,0.204698,0.085291,-0.136465,0.051175,0.119407,-0.051175,0.068233,0.136465,0.187640,0.170582,0.102349
0.130833,0.157000,0.065417,-0.104666,0.039250,0.091583,-0.039250,0.052333,0.104666,0.143916,0.130833,0.078500
0.160041,0.192049,0.080020,-0.128033,0.048012,0.112029,-0.048012,0.064016,0.128033,0.176045,0.160041,0.096025
0.140564,0.168677,0.070282,-0.112451,0.042169,0.098395,-0.042169,0.056226,0.112451,0.154621,0.140564,0.084338
0.105194,0.126233,0.052597,-0.084155,0.031558,0.073636,-0.031558,0.042078,0.084155,0.115713,0.105194,0.063116
0.120429,0.144515,0.060214,-0.096343,0.036129,0.084300,-0.036129,0.048172,0.096343,0.132472,0.120429,0.072257
0.165736,0.198883,0.082868,-0.132588,0.049721,0.116015,-0.049721,0.066294,0.132588,0.182309,0.165736,0.099441
0.077242,0.092691,0.038621,-0.061794,0.023173,0.054070,-0.023173,0.030897,0.061794,0.084967,0.077242,0.046345
0.140638,0.168766,0.070319,-0.112511,0.042191,0.098447,-0.042191,0.056255,0.112511,0.154702,0.140638,0.084383
0.110996,0.133196,0.055498,-0.088797,0.033299,0.077697,-0.033299,0.044399,0.088797,0.122096,0.110996,0.066598
0.140497,0.168596,0.070248,-0.112397,0.042149,0.098348,-0.042149,0.056199,0.112397,0.154546,0.140497,0.084298
0.142628,0.171153,0.071314,-0.114102,0.042788,0.099839,-0.042788,0.057051,0.114102,0.156891,0.142628,0.085577
0.149172,0.179007,0.074586,-0.119338,0.044752,0.104421,-0.044752,0.059669,0.119338,0.164090,0.149172,0.089503
0.146315,0.175578,0.073158,-0.117052,0.043895,0.102421,-0.043895,0.058526,0.117052,0.160947,0.146315,0.087789
0.159372,0.191247,0.079686,-0.127498,0.047812,0.111561,-0.047812,0.063749,0.127498,0.175309,0.159372,0.095623
0.184770,0.221724,0.092385,-0.147816,0.055431,0.129339,-0.055431,0.073908,0.147816,0.203247,0.184770,0.110862
0.180303,0.216363,0.090151,-0.144242,0.054091,0.126212,-0.054091,0.072121,0.144242,0.198333,0.180303,0.108182
0.121640,0.145968,0.060820,-0.097312,0.036492,0.085148,-0.036492,0.048656,0.097312,0.133804,0.121640,0.072984
0.170581,0.204698,0.085291,-0.136465,0.051174,0.119407,-0.051174,0.068233,0.136465,0.187639,0.170581,0.102349
0.184244,0.221093,0.092122,-0.147395,0.055273,0.128971,-0.055273,0.073698,0.147395,0.202669,0.184244,0.110546
0.157404,0.188885,0.078702,-0.125924,0.047221,0.110183,-0.047221,0.062962,0.125924,0.173145,0.157404,0.094443
0.120389,0.144466,0.060194,-0.096311,0.036117,0.084272,-0.036117,0.048155,0.096311,0.132428,0.120389,0.072233
0.042853,0.051424,0.021427,-0.034283,0.012856,0.029997,-0.012856,0.017141,0.034283,0.047139,0.042853,0.025712
0.095747,0.114896,0.047873,-0.076597,0.028724,0.067023,-0.028724,0.038299,0.076597,0.105321,0.095747,0.057448
0.081211,0.097453,0.040605,-0.064969,0.024363,0.056848,-0.024363,0.032484,0.064969,0.089332,0.081211,0.048727
0.089948,0.107937,0.044974,-0.071958,0.026984,0.062963,-0.026984,0.035979,0.071958,0.098942,0.089948,0.053969
0.006814,0.008177,0.003407,-0.005451,0.002044,0.004770,-0.002044,0.002726,0.005451,0.007496,0.006814,0.004089
0.017919,0.021502,0.008959,-0.014335,0.005376,0.012543,-0.005376,0.007167,0.014335,0.019710,0.017919,0.010751
0.001564,0.001876,0.000782,-0.001251,0.000469,0.001095,-0.000469,0.000625,0.001251,0.001720,0.001564,0.000938
0.003490,0.004188,0.001745,-0.002792,0.001047,0.002443,-0.001047,0.001396,0.002792,0.003839,0.003490,0.002094
-0.043178,-0.051814,-0.021589,0.034543,-0.012954,-0.030225,0.012954,-0.017271,-0.034543,-0.047496,-0.043178,-0.025907
-0.009316,-0.011179,-0.004658,0.007453,-0.002795,-0.006521,0.002795,-0.003726,-0.007453,-0.010247,-0.009316,-0.005589
-0.010212,-0.012254,-0.005106,0.008169,-0.003063,-0.007148,0.003063,-0.004085,-0.008169,-0.011233,-0.010212,-0.006127
-0.010431,-0.012517,-0.005215,0.008345,-0.003129,-0.007302,0.003129,-0.004172,-0.008345,-0.011474,-0.010431,-0.006259
0.044866,0.053839,0.022433,-0.035893,0.013460,0.031406,-0.013460,0.017946,0.035893,0.049352,0.044866,0.026919
-0.024323,-0.029187,-0.012161,0.019458,-0.007297,-0.017026,0.007297,-0.009729,-0.019458,-0.026755,-0.024323,-0.014594
-0.026342,-0.031610,-0.013171,0.021073,-0.007903,-0.018439,0.007903,-0.010537,-0.021073,-0.028976,-0.026342,-0.015805
0.007414,0.008897,0.003707,-0.005931,0.002224,0.005190,-0.002224,0.002966,0.005931,0.008155,0.007414,0.004448
-0.059154,-0.070985,-0.029577,0.047323,-0.017746,-0.041408,0.017746,-0.023662,-0.047323,-0.065070,-0.059154,-0.035493
-0.028172,-0.033806,-0.014086,0.022538,-0.008452,-0.019720,0.008452,-0.011269,-0.022538,-0.030989,-0.028172,-0.016903
-0.070086,-0.084103,-0.035043,0.056069,-0.021026,-0.049060,0.021026,-0.028034,-0.056069,-0.077094,-0.070086,-0.042052
-0.115286,-0.138343,-0.057643,0.092229,-0.034586,-0.080700,0.034586,-0.046114,-0.092229,-0.126815,-0.115286,-0.069172
-0.120418,-0.144502,-0.060209,0.096335,-0.036125,-0.084293,0.036125,-0.048167,-0.096335,-0.132460,-0.120418,-0.072251
-0.086060,-0.103271,-0.043030,0.068848,-0.025818,-0.060242,0.025818,-0.034424,-0.068848,-0.094665,-0.086060,-0.051636
-0.074777,-0.089732,-0.037388,0.059821,-0.022433,-0.052344,0.022433,-0.029911,-0.059821,-0.082254,-0.074777,-0.044866
-0.032961,-0.039553,-0.016480,0.026369,-0.009888,-0.023073,0.009888,-0.013184,-0.026369,-0.036257,-0.032961,-0.019777
0.001658,0.001989,0.000829,-0.001326,0.000497,0.001160,-0.000497,0.000663,0.001326,0.001823,0.001658,0.000995
0.133737,0.160484,0.066868,-0.106990,0.040121,0.093616,-0.040121,0.053495,0.106990,0.147111,0.133737,0.080242
0.270681,0.324817,0.135341,-0.216545,0.081204,0.189477,-0.081204,0.108272,0.216545,0.297749,0.270681,0.162409
0.548373,0.658047,0.274186,-0.438698,0.164512,0.383861,-0.164512,0.219349,0.438698,0.603210,0.548373,0.329024
0.905475,1.086570,0.452737,-0.724380,0.271642,0.633832,-0.271642,0.362190,0.724380,0.996022,0.905475,0.543285
1.216545,1.459854,0.608272,-0.973236,0.364963,0.851581,-0.364963,0.486618,0.973236,1.338199,1.216545,0.729927
1.460556,1.752667,0.730278,-1.168445,0.438167,1.022389,-0.438167,0.584222,1.168445,1.606612,1.460556,0.876334
1.463913,1.756696,0.731957,-1.171130,0.439174,1.024739,-0.439174,0.585565,1.171130,1.610304,1.463913,0.878348
1.211517,1.453820,0.605758,-0.969213,0.363455,0.848062,-0.363455,0.484607,0.969213,1.332668,1.211517,0.726910
0.859743,1.031692,0.429872,-0.687794,0.257923,0.601820,-0.257923,0.343897,0.687794,0.945717,0.859743,0.515846
0.602233,0.722680,0.301117,-0.481786,0.180670,0.421563,-0.180670,0.240893,0.481786,0.662456,0.602233,0.361340
0.290802,0.348962,0.145401,-0.232641,0.087241,0.203561,-0.087241,0.116321,0.232641,0.319882,0.290802,0.174481
0.128225,0.153870,0.064112,-0.102580,0.038467,0.089757,-0.038467,0.051290,0.102580,0.141047,0.128225,0.076935
0.025901,0.031081,0.012950,-0.020721,0.007770,0.018131,-0.007770,0.010360,0.020721,0.028491,0.025901,0.015541
0.045370,0.054444,0.022685,-0.036296,0.013611,0.031759,-0.013611,0.018148,0.036296,0.049907,0.045370,0.027222
-0.039682,-0.047618,-0.019841,0.031745,-0.011904,-0.027777,0.011904,-0.015873,-0.031745,-0.043650,-0.039682,-0.023809
-0.124221,-0.149066,-0.062111,0.099377,-0.037266,-0.086955,0.037266,-0.049689,-0.099377,-0.136644,-0.124221,-0.074533
-0.108720,-0.130464,-0.054360,0.086976,-0.032616,-0.076104,0.032616,-0.043488,-0.086976,-0.119592,-0.108720,-0.065232
-0.213208,-0.255850,-0.106604,0.170567,-0.063963,-0.149246,0.063963,-0.085283,-0.170567,-0.234529,-0.213208,-0.127925
-0.232331,-0.278797,-0.116165,0.185864,-0.069699,-0.162631,0.069699,-0.092932,-0.185864,-0.255564,-0.232331,-0.139398
-0.292050,-0.350461,-0.146025,0.233640,-0.087615,-0.204435,0.087615,-0.116820,-0.233640,-0.321255,-0.292050,-0.175230
-0.262694,-0.315233,-0.131347,0.210155,-0.078808,-0.183886,0.078808,-0.105078,-0.210155,-0.288963,-0.262694,-0.157616
-0.262692,-0.315231,-0.131346,0.210154,-0.078808,-0.183885,0.078808,-0.105077,-0.210154,-0.288962,-0.262692,-0.157615
-0.237023,-0.284428,-0.118512,0.189619,-0.071107,-0.165916,0.071107,-0.094809,-0.189619,-0.260726,-0.237023,-0.142214
-0.121541,-0.145849,-0.060770,0.097233,-0.036462,-0.085079,0.036462,-0.048616,-0.097233,-0.133695,-0.121541,-0.072924
-0.024548,-0.029458,-0.012274,0.019638,-0.007364,-0.017184,0.007364,-0.009819,-0.019638,-0.027003,-0.024548,-0.014729
-0.075029,-0.090035,-0.037514,0.060023,-0.022509,-0.052520,0.022509,-0.030012,-0.060023,-0.082532,-0.075029,-0.045017
0.002178,0.002613,0.001089,-0.001742,0.000653,0.001525,-0.000653,0.000871,0.001742,0.002396,0.002178,0.001307
-0.002159,-0.002590,-0.001079,0.001727,-0.000648,-0.001511,0.000648,-0.000863,-0.001727,-0.002375,-0.002159,-0.001295
0.008164,0.009797,0.004082,-0.006532,0.002449,0.005715,-0.002449,0.003266,0.006532,0.008981,0.008164,0.004899
-0.037986,-0.045583,-0.018993,0.030389,-0.011396,-0.026590,0.011396,-0.015194,-0.030389,-0.041784,-0.037986,-0.022791
-0.028805,-0.034566,-0.014402,0.023044,-0.008641,-0.020163,0.008641,-0.011522,-0.023044,-0.031685,-0.028805,-0.017283
0.042295,0.050754,0.021147,-0.033836,0.012688,0.029606,-0.012688,0.016918,0.033836,0.046524,0.042295,0.025377
0.005490,0.006588,0.002745,-0.004392,0.001647,0.003843,-0.001647,0.002196,0.004392,0.006039,0.005490,0.003294
-0.014183,-0.017020,-0.007092,0.011347,-0.004255,-0.009928,0.004255,-0.005673,-0.011347,-0.015602,-0.014183,-0.008510
0.055080,0.066096,0.027540,-0.044064,0.016524,0.038556,-0.016524,0.022032,0.044064,0.060588,0.055080,0.033048
0.038765,0.046518,0.019382,-0.031012,0.011629,0.027135,-0.011629,0.015506,0.031012,0.042641,0.038765,0.023259
0.025299,0.030358,0.012649,-0.020239,0.007590,0.017709,-0.007590,0.010119,0.020239,0.027829,0.025299,0.015179
-0.024069,-0.028883,-0.012035,0.019255,-0.007221,-0.016848,0.007221,-0.009628,-0.019255,-0.026476,-0.024069,-0.014441
0.005778,0.006934,0.002889,-0.004623,0.001733,0.004045,-0.001733,0.002311,0.004623,0.006356,0.005778,0.003467
0.051172,0.061406,0.025586,-0.040937,0.015351,0.035820,-0.015351,0.020469,0.040937,0.056289,0.051172,0.030703
-0.050113,-0.060135,-0.025056,0.040090,-0.015034,-0.035079,0.015034,-0.020045,-0.040090,-0.055124,-0.050113,-0.030068
-0.034588,-0.041505,-0.017294,0.027670,-0.010376,-0.024211,0.010376,-0.013835,-0.027670,-0.038047,-0.034588,-0.020753
-0.008381,-0.010057,-0.004190,0.006705,-0.002514,-0.005866,0.002514,-0.003352,-0.006705,-0.009219,-0.008381,-0.005028
0.047438,0.056926,0.023719,-0.037950,0.014231,0.033207,-0.014231,0.018975,0.037950,0.052182,0.047438,0.028463
0.029605,0.035526,0.014802,-0.023684,0.008881,0.020723,-0.008881,0.011842,0.023684,0.032565,0.029605,0.017763
0.041479,0.049775,0.020740,-0.033184,0.012444,0.029036,-0.012444,0.016592,0.033184,0.045627,0.041479,0.024888
0.038815,0.046578,0.019408,-0.031052,0.011645,0.027171,-0.011645,0.015526,0.031052,0.042697,0.038815,0.023289
0.042312,0.050774,0.021156,-0.033849,0.012693,0.029618,-0.012693,0.016925,0.033849,0.046543,0.042312,0.025387
0.081865,0.098238,0.040932,-0.065492,0.024559,0.057305,-0.024559,0.032746,0.065492,0.090051,0.081865,0.049119
0.160578,0.192694,0.080289,-0.128462,0.048173,0.112405,-0.048173,0.064231,0.128462,0.176636,0.160578,0.096347
0.076357,0.091628,0.038179,-0.061086,0.022907,0.053450,-0.022907,0.030543,0.061086,0.083993,0.076357,0.045814
0.110497,0.132597,0.055249,-0.088398,0.033149,0.077348,-0.033149,0.044199,0.088398,0.121547,0.110497,0.066298
0.068607,0.082329,0.034304,-0.054886,0.020582,0.048025,-0.020582,0.027443,0.054886,0.075468,0.068607,0.041164
0.139401,0.167281,0.069700,-0.111521,0.041820,0.097580,-0.041820,0.055760,0.111521,0.153341,0.139401,0.083640
0.105749,0.126899,0.052875,-0.084599,0.031725,0.074025,-0.031725,0.042300,0.084599,0.116324,0.105749,0.063450
0.119442,0.143331,0.059721,-0.095554,0.035833,0.083610,-0.035833,0.047777,0.095554,0.131386,0.119442,0.071665
0.111753,0.134104,0.055877,-0.089403,0.033526,0.078227,-0.033526,0.044701,0.089403,0.122929,0.111753,0.067052
0.114007,0.136808,0.057003,-0.091205,0.034202,0.079805,-0.034202,0.045603,0.091205,0.125407,0.114007,0.068404
0.131414,0.157697,0.065707,-0.105131,0.039424,0.091990,-0.039424,0.052566,0.105131,0.144556,0.131414,0.078848
0.129117,0.154940,0.064558,-0.103293,0.038735,0.090382,-0.038735,0.051647,0.103293,0.142028,0.129117,0.077470
0.129399,0.155279,0.064699,-0.103519,0.038820,0.090579,-0.038820,0.051760,0.103519,0.142339,0.129399,0.077639
0.231238,0.277485,0.115619,-0.184990,0.069371,0.161866,-0.069371,0.092495,0.184990,0.254361,0.231238,0.138743
0.197409,0.236891,0.098704,-0.157927,0.059223,0.138186,-0.059223,0.078964,0.157927,0.217150,0.197409,0.118445
0.219879,0.263855,0.109939,-0.175903,0.065964,0.153915,-0.065964,0.087952,0.175903,0.241867,0.219879,0.131927
0.210460,0.252552,0.105230,-0.168368,0.063138,0.147322,-0.063138,0.084184,0.168368,0.231506,0.210460,0.126276
0.156444,0.187733,0.078222,-0.125155,0.046933,0.109511,-0.046933,0.062578,0.125155,0.172088,0.156444,0.093866
0.201332,0.241598,0.100666,-0.161066,0.060400,0.140932,-0.060400,0.080533,0.161066,0.221465,0.201332,0.120799
0.173864,0.208637,0.086932,-0.139091,0.052159,0.121705,-0.052159,0.069546,0.139091,0.191251,0.173864,0.104318
0.174728,0.209674,0.087364,-0.139783,0.052419,0.122310,-0.052419,0.069891,0.139783,0.192201,0.174728,0.104837
0.192019,0.230423,0.096010,-0.153615,0.057606,0.134413,-0.057606,0.076808,0.153615,0.211221,0.192019,0.115212
0.195759,0.234911,0.097879,-0.156607,0.058728,0.137031,-0.058728,0.078304,0.156607,0.215335,0.195759,0.117455
0.187936,0.225524,0.093968,-0.150349,0.056381,0.131555,-0.056381,0.075175,0.150349,0.206730,0.187936,0.112762
0.182562,0.219074,0.091281,-0.146049,0.054768,0.127793,-0.054768,0.073025,0.146049,0.200818,0.182562,0.109537
0.163539,0.196247,0.081770,-0.130831,0.049062,0.114477,-0.049062,0.065416,0.130831,0.179893,0.163539,0.098123
0.166608,0.199930,0.083304,-0.133287,0.049983,0.116626,-0.049983,0.066643,0.133287,0.183269,0.166608,0.099965
0.197263,0.236715,0.098631,-0.157810,0.059179,0.138084,-0.059179,0.078905,0.157810,0.216989,0.197263,0.118358
0.220919,0.265103,0.110459,-0.176735,0.066276,0.154643,-0.066276,0.088368,0.176735,0.243011,0.220919,0.132551
0.186716,0.224059,0.093358,-0.149373,0.056015,0.130701,-0.056015,0.074686,0.149373,0.205387,0.186716,0.112029
0.146594,0.175912,0.073297,-0.117275,0.043978,0.102616,-0.043978,0.058637,0.117275,0.161253,0.146594,0.087956
0.167146,0.200575,0.083573,-0.133717,0.050144,0.117002,-0.050144,0.066858,0.133717,0.183861,0.167146,0.100288
0.188552,0.226263,0.094276,-0.150842,0.056566,0.131987,-0.056566,0.075421,0.150842,0.207407,0.188552,0.113131
0.196119,0.235342,0.098059,-0.156895,0.058836,0.137283,-0.058836,0.078447,0.156895,0.215730,0.196119,0.117671
0.209710,0.251653,0.104855,-0.167768,0.062913,0.146797,-0.062913,0.083884,0.167768,0.230681,0.209710,0.125826
0.217131,0.260557,0.108566,-0.173705,0.065139,0.151992,-0.065139,0.086852,0.173705,0.238844,0.217131,0.130279
0.197596,0.237115,0.098798,-0.158077,0.059279,0.138317,-0.059279,0.079038,0.158077,0.217355,0.197596,0.118558
0.179897,0.215876,0.089948,-0.143917,0.053969,0.125928,-0.053969,0.071959,0.143917,0.197886,0.179897,0.107938
0.141380,0.169656,0.070690,-0.113104,0.042414,0.098966,-0.042414,0.056552,0.113104,0.155518,0.141380,0.084828
0.213996,0.256796,0.106998,-0.171197,0.064199,0.149798,-0.064199,0.085599,0.171197,0.235396,0.213996,0.128398
0.190812,0.228975,0.095406,-0.152650,0.057244,0.133569,-0.057244,0.076325,0.152650,0.209894,0.190812,0.114487
0.133301,0.159961,0.066650,-0.106640,0.039990,0.093310,-0.039990,0.053320,0.106640,0.146631,0.133301,0.079980
0.142533,0.171039,0.071266,-0.114026,0.042760,0.099773,-0.042760,0.057013,0.114026,0.156786,0.142533,0.085520
0.111398,0.133677,0.055699,-0.089118,0.033419,0.077979,-0.033419,0.044559,0.089118,0.122538,0.111398,0.066839
0.090607,0.108728,0.045303,-0.072485,0.027182,0.063425,-0.027182,0.036243,0.072485,0.099667,0.090607,0.054364
0.136640,0.163968,0.068320,-0.109312,0.040992,0.095648,-0.040992,0.054656,0.109312,0.150304,0.136640,0.081984
0.056097,0.067316,0.028049,-0.044878,0.016829,0.039268,-0.016829,0.022439,0.044878,0.061707,0.056097,0.033658
0.123635,0.148362,0.061817,-0.098908,0.037090,0.086544,-0.037090,0.049454,0.098908,0.135998,0.123635,0.074181
0.033931,0.040717,0.016965,-0.027145,0.010179,0.023752,-0.010179,0.013572,0.027145,0.037324,0.033931,0.020359
